x	y	clickSelects	group	xmin	xmax	ymin	ymax
-2.75	55	logFC=-2.75 -log10(p)=55	136	-2.875	-2.625	52.5	57.5
-2.25	25	logFC=-2.25 -log10(p)=25	107	-2.375	-2.125	22.5	27.5
-2.5	45	logFC=-2.5 -log10(p)=45	122	-2.625	-2.375	42.5	47.5
-2	20	logFC=-2 -log10(p)=20	92	-2.125	-1.875	17.5	22.5
-6.5	10	logFC=-6.5 -log10(p)=10	193	-6.625	-6.375	7.5	12.5
-1.75	105	logFC=-1.75 -log10(p)=105	68	-1.875	-1.625	102.5	107.5
1.25	40	logFC=1.25 -log10(p)=40	220	1.125	1.375	37.5	42.5
1.25	50	logFC=1.25 -log10(p)=50	223	1.125	1.375	47.5	52.5
-2	45	logFC=-2 -log10(p)=45	97	-2.125	-1.875	42.5	47.5
-2	40	logFC=-2 -log10(p)=40	96	-2.125	-1.875	37.5	42.5
1.75	50	logFC=1.75 -log10(p)=50	245	1.625	1.875	47.5	52.5
-0.75	35	logFC=-0.75 -log10(p)=35	13	-0.875	-0.625	32.5	37.5
1.25	45	logFC=1.25 -log10(p)=45	221	1.125	1.375	42.5	47.5
-1	55	logFC=-1 -log10(p)=55	26	-1.125	-0.875	52.5	57.5
-2	60	logFC=-2 -log10(p)=60	100	-2.125	-1.875	57.5	62.5
2.5	45	logFC=2.5 -log10(p)=45	288	2.375	2.625	42.5	47.5
2.75	65	logFC=2.75 -log10(p)=65	308	2.625	2.875	62.5	67.5
5	15	logFC=5 -log10(p)=15	378	4.875	5.125	12.5	17.5
-2.5	30	logFC=-2.5 -log10(p)=30	120	-2.625	-2.375	27.5	32.5
-2.75	60	logFC=-2.75 -log10(p)=60	137	-2.875	-2.625	57.5	62.5
-2.25	30	logFC=-2.25 -log10(p)=30	108	-2.375	-2.125	27.5	32.5
-2.75	30	logFC=-2.75 -log10(p)=30	133	-2.875	-2.625	27.5	32.5
-2.5	60	logFC=-2.5 -log10(p)=60	126	-2.625	-2.375	57.5	62.5
-2.25	50	logFC=-2.25 -log10(p)=50	113	-2.375	-2.125	47.5	52.5
-2.5	50	logFC=-2.5 -log10(p)=50	124	-2.625	-2.375	47.5	52.5
-2.5	40	logFC=-2.5 -log10(p)=40	121	-2.625	-2.375	37.5	42.5
-2.25	45	logFC=-2.25 -log10(p)=45	111	-2.375	-2.125	42.5	47.5
-2.5	55	logFC=-2.5 -log10(p)=55	125	-2.625	-2.375	52.5	57.5
-4.75	20	logFC=-4.75 -log10(p)=20	179	-4.875	-4.625	17.5	22.5
-3	25	logFC=-3 -log10(p)=25	142	-3.125	-2.875	22.5	27.5
1.75	55	logFC=1.75 -log10(p)=55	246	1.625	1.875	52.5	57.5
3	80	logFC=3 -log10(p)=80	327	2.875	3.125	77.5	82.5
3.5	20	logFC=3.5 -log10(p)=20	350	3.375	3.625	17.5	22.5
-1.75	80	logFC=-1.75 -log10(p)=80	85	-1.875	-1.625	77.5	82.5
-1.75	85	logFC=-1.75 -log10(p)=85	86	-1.875	-1.625	82.5	87.5
2.25	85	logFC=2.25 -log10(p)=85	279	2.125	2.375	82.5	87.5
2.25	65	logFC=2.25 -log10(p)=65	276	2.125	2.375	62.5	67.5
3.5	140	logFC=3.5 -log10(p)=140	348	3.375	3.625	137.5	142.5
3	85	logFC=3 -log10(p)=85	328	2.875	3.125	82.5	87.5
4.75	15	logFC=4.75 -log10(p)=15	375	4.625	4.875	12.5	17.5
2.75	75	logFC=2.75 -log10(p)=75	309	2.625	2.875	72.5	77.5
3	65	logFC=3 -log10(p)=65	324	2.875	3.125	62.5	67.5
3.5	25	logFC=3.5 -log10(p)=25	351	3.375	3.625	22.5	27.5
3.25	75	logFC=3.25 -log10(p)=75	343	3.125	3.375	72.5	77.5
3.25	55	logFC=3.25 -log10(p)=55	340	3.125	3.375	52.5	57.5
3.5	90	logFC=3.5 -log10(p)=90	356	3.375	3.625	87.5	92.5
3	75	logFC=3 -log10(p)=75	326	2.875	3.125	72.5	77.5
3.5	95	logFC=3.5 -log10(p)=95	357	3.375	3.625	92.5	97.5
3.5	100	logFC=3.5 -log10(p)=100	347	3.375	3.625	97.5	102.5
3.25	70	logFC=3.25 -log10(p)=70	342	3.125	3.375	67.5	72.5
-1.75	90	logFC=-1.75 -log10(p)=90	87	-1.875	-1.625	87.5	92.5
-2.5	65	logFC=-2.5 -log10(p)=65	127	-2.625	-2.375	62.5	67.5
-2.25	65	logFC=-2.25 -log10(p)=65	114	-2.375	-2.125	62.5	67.5
-2.75	25	logFC=-2.75 -log10(p)=25	132	-2.875	-2.625	22.5	27.5
-3.5	40	logFC=-3.5 -log10(p)=40	154	-3.625	-3.375	37.5	42.5
2.5	65	logFC=2.5 -log10(p)=65	293	2.375	2.625	62.5	67.5
0.75	20	logFC=0.75 -log10(p)=20	204	0.625	0.875	17.5	22.5
1.75	65	logFC=1.75 -log10(p)=65	248	1.625	1.875	62.5	67.5
1.5	50	logFC=1.5 -log10(p)=50	234	1.375	1.625	47.5	52.5
-2.75	35	logFC=-2.75 -log10(p)=35	134	-2.875	-2.625	32.5	37.5
