x	y	clickSelects	group	xmin	xmax	ymin	ymax
2030	1124	2050,1100	620	2005	2055	1099	1149
2080	1174	2100,1150	659	2055	2105	1149	1199
2130	1224	2150,1200	697	2105	2155	1199	1249
2180	1274	2200,1250	734	2155	2205	1249	1299
2230	1324	2250,1300	770	2205	2255	1299	1349
2280	1374	2300,1350	805	2255	2305	1349	1399
2330	1424	2350,1400	839	2305	2355	1399	1449
2380	1474	2400,1450	872	2355	2405	1449	1499
980	24	1000,0	2	955	1005	-1	49
1080	124	1100,100	42	1055	1105	99	149
1180	224	1200,200	90	1155	1205	199	249
1280	324	1300,300	141	1255	1305	299	349
1380	424	1400,400	196	1355	1405	399	449
1480	524	1500,500	258	1455	1505	499	549
1580	624	1600,600	321	1555	1605	599	649
1680	724	1700,700	388	1655	1705	699	749
1780	824	1800,800	459	1755	1805	799	849
1880	924	1900,900	534	1855	1905	899	949
1980	1024	2000,1000	579	1955	2005	999	1049
2080	1124	2100,1100	658	2055	2105	1099	1149
1030	74	1050,50	30	1005	1055	49	99
1130	174	1150,150	66	1105	1155	149	199
1230	274	1250,250	115	1205	1255	249	299
1330	374	1350,350	168	1305	1355	349	399
1430	474	1450,450	225	1405	1455	449	499
1530	574	1550,550	289	1505	1555	549	599
1630	674	1650,650	354	1605	1655	649	699
1730	774	1750,750	423	1705	1755	749	799
1830	874	1850,850	496	1805	1855	849	899
1930	974	1950,950	573	1905	1955	949	999
2130	1174	2150,1150	696	2105	2155	1149	1199
2180	1224	2200,1200	733	2155	2205	1199	1249
2230	1274	2250,1250	769	2205	2255	1249	1299
2280	1324	2300,1300	804	2255	2305	1299	1349
2380	1424	2400,1400	871	2355	2405	1399	1449
2030	1074	2050,1050	619	2005	2055	1049	1099
2330	1374	2350,1350	838	2305	2355	1349	1399
2430	1474	2450,1450	903	2405	2455	1449	1499
1030	24	1050,0	21	1005	1055	-1	49
1080	74	1100,50	51	1055	1105	49	99
1130	124	1150,100	63	1105	1155	99	149
1180	174	1200,150	89	1155	1205	149	199
1230	224	1250,200	114	1205	1255	199	249
1280	274	1300,250	140	1255	1305	249	299
1330	324	1350,300	167	1305	1355	299	349
1380	374	1400,350	195	1355	1405	349	399
1430	424	1450,400	224	1405	1455	399	449
1480	474	1500,450	256	1455	1505	449	499
1530	524	1550,500	288	1505	1555	499	549
1580	574	1600,550	320	1555	1605	549	599
1630	624	1650,600	353	1605	1655	599	649
1680	674	1700,650	387	1655	1705	649	699
1730	724	1750,700	422	1705	1755	699	749
1780	774	1800,750	458	1755	1805	749	799
1830	824	1850,800	495	1805	1855	799	849
1880	874	1900,850	533	1855	1905	849	899
1930	924	1950,900	572	1905	1955	899	949
1980	974	2000,950	615	1955	2005	949	999
2030	1024	2050,1000	618	2005	2055	999	1049
2080	1074	2100,1050	657	2055	2105	1049	1099
2130	1124	2150,1100	695	2105	2155	1099	1149
2180	1174	2200,1150	732	2155	2205	1149	1199
2230	1224	2250,1200	768	2205	2255	1199	1249
2280	1274	2300,1250	803	2255	2305	1249	1299
2330	1324	2350,1300	837	2305	2355	1299	1349
2380	1374	2400,1350	870	2355	2405	1349	1399
2430	1424	2450,1400	902	2405	2455	1399	1449
1080	24	1100,0	41	1055	1105	-1	49
1180	124	1200,100	85	1155	1205	99	149
1280	224	1300,200	139	1255	1305	199	249
1380	324	1400,300	194	1355	1405	299	349
1480	424	1500,400	255	1455	1505	399	449
1580	524	1600,500	319	1555	1605	499	549
1680	624	1700,600	386	1655	1705	599	649
1780	724	1800,700	457	1755	1805	699	749
1880	824	1900,800	532	1855	1905	799	849
1980	924	2000,900	614	1955	2005	899	949
2080	1024	2100,1000	656	2055	2105	999	1049
2180	1124	2200,1100	731	2155	2205	1099	1149
2280	1224	2300,1200	802	2255	2305	1199	1249
1130	74	1150,50	73	1105	1155	49	99
1230	174	1250,150	113	1205	1255	149	199
1330	274	1350,250	166	1305	1355	249	299
1430	374	1450,350	223	1405	1455	349	399
1530	474	1550,450	286	1505	1555	449	499
1630	574	1650,550	352	1605	1655	549	599
1730	674	1750,650	421	1705	1755	649	699
1830	774	1850,750	494	1805	1855	749	799
1930	874	1950,850	571	1905	1955	849	899
2030	974	2050,950	653	2005	2055	949	999
2130	1074	2150,1050	694	2105	2155	1049	1099
2230	1174	2250,1150	767	2205	2255	1149	1199
2330	1274	2350,1250	836	2305	2355	1249	1299
2380	1324	2400,1300	869	2355	2405	1299	1349
2430	1374	2450,1350	901	2405	2455	1349	1399
2480	1424	2500,1400	936	2455	2505	1399	1449
1130	24	1150,0	62	1105	1155	-1	49
1180	74	1200,50	96	1155	1205	49	99
1230	124	1250,100	108	1205	1255	99	149
1280	174	1300,150	138	1255	1305	149	199
1330	224	1350,200	165	1305	1355	199	249
1380	274	1400,250	193	1355	1405	249	299
1430	324	1450,300	222	1405	1455	299	349
1480	374	1500,350	254	1455	1505	349	399
1530	424	1550,400	285	1505	1555	399	449
1580	474	1600,450	317	1555	1605	449	499
1630	524	1650,500	351	1605	1655	499	549
1680	574	1700,550	385	1655	1705	549	599
1730	624	1750,600	420	1705	1755	599	649
1780	674	1800,650	456	1755	1805	649	699
1830	724	1850,700	493	1805	1855	699	749
1880	774	1900,750	531	1855	1905	749	799
1930	824	1950,800	570	1905	1955	799	849
1980	874	2000,850	613	1955	2005	849	899
2030	924	2050,900	652	2005	2055	899	949
2080	974	2100,950	690	2055	2105	949	999
2130	1024	2150,1000	693	2105	2155	999	1049
2180	1074	2200,1050	730	2155	2205	1049	1099
2230	1124	2250,1100	766	2205	2255	1099	1149
2280	1174	2300,1150	801	2255	2305	1149	1199
2330	1224	2350,1200	835	2305	2355	1199	1249
2380	1274	2400,1250	868	2355	2405	1249	1299
2430	1324	2450,1300	900	2405	2455	1299	1349
2480	1374	2500,1350	935	2455	2505	1349	1399
1180	24	1200,0	84	1155	1205	-1	49
1280	124	1300,100	132	1255	1305	99	149
1380	224	1400,200	192	1355	1405	199	249
1480	324	1500,300	253	1455	1505	299	349
1580	424	1600,400	316	1555	1605	399	449
1680	524	1700,500	384	1655	1705	499	549
1780	624	1800,600	455	1755	1805	599	649
1880	724	1900,700	530	1855	1905	699	749
1980	824	2000,800	612	1955	2005	799	849
2080	924	2100,900	689	2055	2105	899	949
2180	1024	2200,1000	729	2155	2205	999	1049
2280	1124	2300,1100	800	2255	2305	1099	1149
2380	1224	2400,1200	867	2355	2405	1199	1249
2480	1324	2500,1300	934	2455	2505	1299	1349
1230	74	1250,50	120	1205	1255	49	99
1330	174	1350,150	164	1305	1355	149	199
1430	274	1450,250	221	1405	1455	249	299
1530	374	1550,350	284	1505	1555	349	399
1630	474	1650,450	349	1605	1655	449	499
1730	574	1750,550	419	1705	1755	549	599
1830	674	1850,650	492	1805	1855	649	699
1930	774	1950,750	569	1905	1955	749	799
2030	874	2050,850	651	2005	2055	849	899
2130	974	2150,950	726	2105	2155	949	999
2230	1074	2250,1050	765	2205	2255	1049	1099
2330	1174	2350,1150	834	2305	2355	1149	1199
2430	1274	2450,1250	899	2405	2455	1249	1299
2530	1374	2550,1350	964	2505	2555	1349	1399
1230	24	1250,0	107	1205	1255	-1	49
1280	74	1300,50	145	1255	1305	49	99
1330	124	1350,100	157	1305	1355	99	149
1380	174	1400,150	191	1355	1405	149	199
1430	224	1450,200	220	1405	1455	199	249
1480	274	1500,250	252	1455	1505	249	299
1530	324	1550,300	283	1505	1555	299	349
1580	374	1600,350	315	1555	1605	349	399
1630	424	1650,400	348	1605	1655	399	449
1680	474	1700,450	382	1655	1705	449	499
1730	524	1750,500	418	1705	1755	499	549
1780	574	1800,550	454	1755	1805	549	599
1830	624	1850,600	491	1805	1855	599	649
1880	674	1900,650	529	1855	1905	649	699
1930	724	1950,700	568	1905	1955	699	749
1980	774	2000,750	611	1955	2005	749	799
2030	824	2050,800	650	2005	2055	799	849
2080	874	2100,850	688	2055	2105	849	899
2130	924	2150,900	725	2105	2155	899	949
2180	974	2200,950	761	2155	2205	949	999
2230	1024	2250,1000	764	2205	2255	999	1049
2280	1074	2300,1050	799	2255	2305	1049	1099
2330	1124	2350,1100	833	2305	2355	1099	1149
2380	1174	2400,1150	866	2355	2405	1149	1199
2430	1224	2450,1200	898	2405	2455	1199	1249
2480	1274	2500,1250	933	2455	2505	1249	1299
2530	1324	2550,1300	963	2505	2555	1299	1349
1280	24	1300,0	131	1255	1305	-1	49
1380	124	1400,100	183	1355	1405	99	149
1480	224	1500,200	251	1455	1505	199	249
1580	324	1600,300	314	1555	1605	299	349
1680	424	1700,400	381	1655	1705	399	449
1780	524	1800,500	453	1755	1805	499	549
1880	624	1900,600	528	1855	1905	599	649
1980	724	2000,700	610	1955	2005	699	749
2080	824	2100,800	687	2055	2105	799	849
2180	924	2200,900	760	2155	2205	899	949
2280	1024	2300,1000	798	2255	2305	999	1049
2380	1124	2400,1100	865	2355	2405	1099	1149
2480	1224	2500,1200	932	2455	2505	1199	1249
1330	74	1350,50	171	1305	1355	49	99
1430	174	1450,150	219	1405	1455	149	199
1530	274	1550,250	282	1505	1555	249	299
1630	374	1650,350	347	1605	1655	349	399
1730	474	1750,450	416	1705	1755	449	499
1830	574	1850,550	490	1805	1855	549	599
1930	674	1950,650	567	1905	1955	649	699
2030	774	2050,750	649	2005	2055	749	799
2130	874	2150,850	724	2105	2155	849	899
2230	974	2250,950	795	2205	2255	949	999
2330	1074	2350,1050	832	2305	2355	1049	1099
2430	1174	2450,1150	897	2405	2455	1149	1199
2530	1274	2550,1250	962	2505	2555	1249	1299
2580	1324	2600,1300	991	2555	2605	1299	1349
1330	24	1350,0	156	1305	1355	-1	49
1380	74	1400,50	198	1355	1405	49	99
1430	124	1450,100	210	1405	1455	99	149
1480	174	1500,150	250	1455	1505	149	199
1530	224	1550,200	281	1505	1555	199	249
1580	274	1600,250	313	1555	1605	249	299
1630	324	1650,300	346	1605	1655	299	349
1680	374	1700,350	380	1655	1705	349	399
1730	424	1750,400	415	1705	1755	399	449
1780	474	1800,450	451	1755	1805	449	499
1830	524	1850,500	489	1805	1855	499	549
1880	574	1900,550	527	1855	1905	549	599
1930	624	1950,600	566	1905	1955	599	649
1980	674	2000,650	609	1955	2005	649	699
2030	724	2050,700	648	2005	2055	699	749
2080	774	2100,750	686	2055	2105	749	799
2130	824	2150,800	723	2105	2155	799	849
2180	874	2200,850	759	2155	2205	849	899
2230	924	2250,900	794	2205	2255	899	949
2280	974	2300,950	828	2255	2305	949	999
2330	1024	2350,1000	831	2305	2355	999	1049
2380	1074	2400,1050	864	2355	2405	1049	1099
2430	1124	2450,1100	896	2405	2455	1099	1149
2480	1174	2500,1150	931	2455	2505	1149	1199
2530	1224	2550,1200	961	2505	2555	1199	1249
2580	1274	2600,1250	990	2555	2605	1249	1299
1380	24	1400,0	182	1355	1405	-1	49
1480	124	1500,100	240	1455	1505	99	149
1580	224	1600,200	312	1555	1605	199	249
1680	324	1700,300	379	1655	1705	299	349
1780	424	1800,400	450	1755	1805	399	449
1880	524	1900,500	526	1855	1905	499	549
1980	624	2000,600	608	1955	2005	599	649
2080	724	2100,700	685	2055	2105	699	749
2180	824	2200,800	758	2155	2205	799	849
2280	924	2300,900	827	2255	2305	899	949
2380	1024	2400,1000	863	2355	2405	999	1049
2480	1124	2500,1100	930	2455	2505	1099	1149
2580	1224	2600,1200	989	2555	2605	1199	1249
1430	74	1450,50	226	1405	1455	49	99
1530	174	1550,150	280	1505	1555	149	199
1630	274	1650,250	345	1605	1655	249	299
1730	374	1750,350	414	1705	1755	349	399
1830	474	1850,450	487	1805	1855	449	499
1930	574	1950,550	565	1905	1955	549	599
2030	674	2050,650	647	2005	2055	649	699
2130	774	2150,750	722	2105	2155	749	799
2230	874	2250,850	793	2205	2255	849	899
2330	974	2350,950	860	2305	2355	949	999
2430	1074	2450,1050	895	2405	2455	1049	1099
2530	1174	2550,1150	960	2505	2555	1149	1199
2630	1274	2650,1250	1017	2605	2655	1249	1299
1430	24	1450,0	209	1405	1455	-1	49
1480	74	1500,50	257	1455	1505	49	99
1530	124	1550,100	269	1505	1555	99	149
1580	174	1600,150	310	1555	1605	149	199
1630	224	1650,200	344	1605	1655	199	249
1680	274	1700,250	378	1655	1705	249	299
1730	324	1750,300	413	1705	1755	299	349
1780	374	1800,350	449	1755	1805	349	399
1830	424	1850,400	486	1805	1855	399	449
1880	474	1900,450	524	1855	1905	449	499
1930	524	1950,500	564	1905	1955	499	549
1980	574	2000,550	607	1955	2005	549	599
2030	624	2050,600	646	2005	2055	599	649
2080	674	2100,650	684	2055	2105	649	699
2130	724	2150,700	721	2105	2155	699	749
2180	774	2200,750	757	2155	2205	749	799
2230	824	2250,800	792	2205	2255	799	849
2280	874	2300,850	826	2255	2305	849	899
2330	924	2350,900	859	2305	2355	899	949
2380	974	2400,950	891	2355	2405	949	999
2430	1024	2450,1000	894	2405	2455	999	1049
2480	1074	2500,1050	929	2455	2505	1049	1099
2530	1124	2550,1100	959	2505	2555	1099	1149
2580	1174	2600,1150	988	2555	2605	1149	1199
2630	1224	2650,1200	1016	2605	2655	1199	1249
1480	24	1500,0	239	1455	1505	-1	49
1580	124	1600,100	299	1555	1605	99	149
1680	224	1700,200	377	1655	1705	199	249
1780	324	1800,300	448	1755	1805	299	349
1880	424	1900,400	523	1855	1905	399	449
1980	524	2000,500	606	1955	2005	499	549
2080	624	2100,600	683	2055	2105	599	649
2180	724	2200,700	756	2155	2205	699	749
2280	824	2300,800	825	2255	2305	799	849
2380	924	2400,900	890	2355	2405	899	949
2480	1024	2500,1000	928	2455	2505	999	1049
2580	1124	2600,1100	987	2555	2605	1099	1149
1530	74	1550,50	287	1505	1555	49	99
1630	174	1650,150	341	1605	1655	149	199
1730	274	1750,250	412	1705	1755	249	299
1830	374	1850,350	485	1805	1855	349	399
1930	474	1950,450	562	1905	1955	449	499
2030	574	2050,550	645	2005	2055	549	599
2130	674	2150,650	720	2105	2155	649	699
2230	774	2250,750	791	2205	2255	749	799
2330	874	2350,850	858	2305	2355	849	899
2430	974	2450,950	921	2405	2455	949	999
2530	1074	2550,1050	958	2505	2555	1049	1099
2630	1174	2650,1150	1015	2605	2655	1149	1199
2680	1224	2700,1200	1042	2655	2705	1199	1249
1530	24	1550,0	268	1505	1555	-1	49
1580	74	1600,50	318	1555	1605	49	99
1630	124	1650,100	330	1605	1655	99	149
1680	174	1700,150	373	1655	1705	149	199
1730	224	1750,200	411	1705	1755	199	249
1780	274	1800,250	447	1755	1805	249	299
1830	324	1850,300	484	1805	1855	299	349
1880	374	1900,350	522	1855	1905	349	399
1930	424	1950,400	561	1905	1955	399	449
1980	474	2000,450	604	1955	2005	449	499
2030	524	2050,500	644	2005	2055	499	549
2080	574	2100,550	682	2055	2105	549	599
2130	624	2150,600	719	2105	2155	599	649
2180	674	2200,650	755	2155	2205	649	699
2230	724	2250,700	790	2205	2255	699	749
2280	774	2300,750	824	2255	2305	749	799
2330	824	2350,800	857	2305	2355	799	849
2380	874	2400,850	889	2355	2405	849	899
2430	924	2450,900	920	2405	2455	899	949
2480	974	2500,950	954	2455	2505	949	999
2530	1024	2550,1000	957	2505	2555	999	1049
2580	1074	2600,1050	986	2555	2605	1049	1099
2630	1124	2650,1100	1014	2605	2655	1099	1149
2680	1174	2700,1150	1041	2655	2705	1149	1199
1580	24	1600,0	298	1555	1605	-1	49
1680	124	1700,100	362	1655	1705	99	149
1780	224	1800,200	446	1755	1805	199	249
1880	324	1900,300	521	1855	1905	299	349
1980	424	2000,400	603	1955	2005	399	449
2080	524	2100,500	681	2055	2105	499	549
2180	624	2200,600	754	2155	2205	599	649
2280	724	2300,700	823	2255	2305	699	749
2380	824	2400,800	888	2355	2405	799	849
2480	924	2500,900	953	2455	2505	899	949
2580	1024	2600,1000	985	2555	2605	999	1049
2680	1124	2700,1100	1040	2655	2705	1099	1149
1630	74	1650,50	350	1605	1655	49	99
1730	174	1750,150	406	1705	1755	149	199
1830	274	1850,250	483	1805	1855	249	299
1930	374	1950,350	560	1905	1955	349	399
2030	474	2050,450	642	2005	2055	449	499
2130	574	2150,550	718	2105	2155	549	599
2230	674	2250,650	789	2205	2255	649	699
2330	774	2350,750	856	2305	2355	749	799
2430	874	2450,850	919	2405	2455	849	899
2530	974	2550,950	982	2505	2555	949	999
2630	1074	2650,1050	1013	2605	2655	1049	1099
2730	1174	2750,1150	1066	2705	2755	1149	1199
1630	24	1650,0	329	1605	1655	-1	49
1680	74	1700,50	383	1655	1705	49	99
1730	124	1750,100	395	1705	1755	99	149
1780	174	1800,150	440	1755	1805	149	199
1830	224	1850,200	482	1805	1855	199	249
1880	274	1900,250	520	1855	1905	249	299
1930	324	1950,300	559	1905	1955	299	349
1980	374	2000,350	602	1955	2005	349	399
2030	424	2050,400	641	2005	2055	399	449
2080	474	2100,450	679	2055	2105	449	499
2130	524	2150,500	717	2105	2155	499	549
2180	574	2200,550	753	2155	2205	549	599
2230	624	2250,600	788	2205	2255	599	649
2280	674	2300,650	822	2255	2305	649	699
2330	724	2350,700	855	2305	2355	699	749
2380	774	2400,750	887	2355	2405	749	799
2430	824	2450,800	918	2405	2455	799	849
2480	874	2500,850	952	2455	2505	849	899
2530	924	2550,900	981	2505	2555	899	949
2580	974	2600,950	1009	2555	2605	949	999
2630	1024	2650,1000	1012	2605	2655	999	1049
2680	1074	2700,1050	1039	2655	2705	1049	1099
2730	1124	2750,1100	1065	2705	2755	1099	1149
1680	24	1700,0	361	1655	1705	-1	49
1780	124	1800,100	429	1755	1805	99	149
1880	224	1900,200	519	1855	1905	199	249
1980	324	2000,300	601	1955	2005	299	349
2080	424	2100,400	678	2055	2105	399	449
2180	524	2200,500	752	2155	2205	499	549
2280	624	2300,600	821	2255	2305	599	649
2380	724	2400,700	886	2355	2405	699	749
2480	824	2500,800	951	2455	2505	799	849
2580	924	2600,900	1008	2555	2605	899	949
2680	1024	2700,1000	1038	2655	2705	999	1049
1730	74	1750,50	417	1705	1755	49	99
1830	174	1850,150	475	1805	1855	149	199
1930	274	1950,250	558	1905	1955	249	299
2030	374	2050,350	640	2005	2055	349	399
2130	474	2150,450	715	2105	2155	449	499
2230	574	2250,550	787	2205	2255	549	599
2330	674	2350,650	854	2305	2355	649	699
2430	774	2450,750	917	2405	2455	749	799
2530	874	2550,850	980	2505	2555	849	899
2630	974	2650,950	1035	2605	2655	949	999
2730	1074	2750,1050	1064	2705	2755	1049	1099
2780	1124	2800,1100	1089	2755	2805	1099	1149
1730	24	1750,0	394	1705	1755	-1	49
1780	74	1800,50	452	1755	1805	49	99
1830	124	1850,100	464	1805	1855	99	149
1880	174	1900,150	511	1855	1905	149	199
1930	224	1950,200	557	1905	1955	199	249
1980	274	2000,250	600	1955	2005	249	299
2030	324	2050,300	639	2005	2055	299	349
2080	374	2100,350	677	2055	2105	349	399
2130	424	2150,400	714	2105	2155	399	449
2180	474	2200,450	750	2155	2205	449	499
2230	524	2250,500	786	2205	2255	499	549
2280	574	2300,550	820	2255	2305	549	599
2330	624	2350,600	853	2305	2355	599	649
2380	674	2400,650	885	2355	2405	649	699
2430	724	2450,700	916	2405	2455	699	749
2480	774	2500,750	950	2455	2505	749	799
2530	824	2550,800	979	2505	2555	799	849
2580	874	2600,850	1007	2555	2605	849	899
2630	924	2650,900	1034	2605	2655	899	949
2680	974	2700,950	1060	2655	2705	949	999
2730	1024	2750,1000	1063	2705	2755	999	1049
2780	1074	2800,1050	1088	2755	2805	1049	1099
1780	24	1800,0	428	1755	1805	-1	49
1880	124	1900,100	500	1855	1905	99	149
1980	224	2000,200	599	1955	2005	199	249
2080	324	2100,300	676	2055	2105	299	349
2180	424	2200,400	749	2155	2205	399	449
2280	524	2300,500	819	2255	2305	499	549
2580	824	2600,800	1006	2555	2605	799	849
1830	74	1850,50	488	1805	1855	49	99
1930	174	1950,150	548	1905	1955	149	199
2030	274	2050,250	638	2005	2055	249	299
2130	374	2150,350	713	2105	2155	349	399
2380	624	2400,600	884	2355	2405	599	649
2480	724	2500,700	949	2455	2505	699	749
2530	774	2550,750	978	2505	2555	749	799
2780	1024	2800,1000	1087	2755	2805	999	1049
2230	474	2250,450	784	2205	2255	449	499
2330	574	2350,550	852	2305	2355	549	599
2430	674	2450,650	915	2405	2455	649	699
2630	874	2650,850	1033	2605	2655	849	899
2680	924	2700,900	1059	2655	2705	899	949
2730	974	2750,950	1084	2705	2755	949	999
2830	1074	2850,1050	1111	2805	2855	1049	1099
1830	24	1850,0	463	1805	1855	-1	49
1880	74	1900,50	525	1855	1905	49	99
1930	124	1950,100	537	1905	1955	99	149
1980	174	2000,150	589	1955	2005	149	199
2030	224	2050,200	637	2005	2055	199	249
2080	274	2100,250	675	2055	2105	249	299
2130	324	2150,300	712	2105	2155	299	349
2180	374	2200,350	748	2155	2205	349	399
2230	424	2250,400	783	2205	2255	399	449
2280	474	2300,450	817	2255	2305	449	499
2330	524	2350,500	851	2305	2355	499	549
2380	574	2400,550	883	2355	2405	549	599
2430	624	2450,600	914	2405	2455	599	649
2480	674	2500,650	948	2455	2505	649	699
2530	724	2550,700	977	2505	2555	699	749
2580	774	2600,750	1005	2555	2605	749	799
2630	824	2650,800	1032	2605	2655	799	849
2680	874	2700,850	1058	2655	2705	849	899
2730	924	2750,900	1083	2705	2755	899	949
2780	974	2800,950	1107	2755	2805	949	999
2830	1024	2850,1000	1110	2805	2855	999	1049
1880	24	1900,0	499	1855	1905	-1	49
1980	124	2000,100	578	1955	2005	99	149
2080	224	2100,200	674	2055	2105	199	249
2180	324	2200,300	747	2155	2205	299	349
2280	424	2300,400	816	2255	2305	399	449
2380	524	2400,500	882	2355	2405	499	549
2480	624	2500,600	947	2455	2505	599	649
2580	724	2600,700	1004	2555	2605	699	749
2680	824	2700,800	1057	2655	2705	799	849
2780	924	2800,900	1106	2755	2805	899	949
1930	74	1950,50	563	1905	1955	49	99
2030	174	2050,150	628	2005	2055	149	199
2130	274	2150,250	711	2105	2155	249	299
2230	374	2250,350	782	2205	2255	349	399
2330	474	2350,450	849	2305	2355	449	499
2430	574	2450,550	913	2405	2455	549	599
2530	674	2550,650	976	2505	2555	649	699
2630	774	2650,750	1031	2605	2655	749	799
2730	874	2750,850	1082	2705	2755	849	899
2830	974	2850,950	1129	2805	2855	949	999
2880	1024	2900,1000	1132	2855	2905	999	1049
1930	24	1950,0	536	1905	1955	-1	49
1980	74	2000,50	605	1955	2005	49	99
2030	124	2050,100	617	2005	2055	99	149
2080	174	2100,150	666	2055	2105	149	199
2130	224	2150,200	710	2105	2155	199	249
2180	274	2200,250	746	2155	2205	249	299
2230	324	2250,300	781	2205	2255	299	349
2280	374	2300,350	815	2255	2305	349	399
2330	424	2350,400	848	2305	2355	399	449
2380	474	2400,450	880	2355	2405	449	499
2430	524	2450,500	912	2405	2455	499	549
2480	574	2500,550	946	2455	2505	549	599
2530	624	2550,600	975	2505	2555	599	649
2580	674	2600,650	1003	2555	2605	649	699
2630	724	2650,700	1030	2605	2655	699	749
2680	774	2700,750	1056	2655	2705	749	799
2730	824	2750,800	1081	2705	2755	799	849
2780	874	2800,850	1105	2755	2805	849	899
2830	924	2850,900	1128	2805	2855	899	949
2880	974	2900,950	1150	2855	2905	949	999
1980	24	2000,0	577	1955	2005	-1	49
2080	124	2100,100	655	2055	2105	99	149
2180	224	2200,200	745	2155	2205	199	249
2280	324	2300,300	814	2255	2305	299	349
2380	424	2400,400	879	2355	2405	399	449
2480	524	2500,500	945	2455	2505	499	549
2580	624	2600,600	1002	2555	2605	599	649
2680	724	2700,700	1055	2655	2705	699	749
2780	824	2800,800	1104	2755	2805	799	849
2880	924	2900,900	1149	2855	2905	899	949
2030	74	2050,50	643	2005	2055	49	99
2130	174	2150,150	703	2105	2155	149	199
2230	274	2250,250	780	2205	2255	249	299
2330	374	2350,350	847	2305	2355	349	399
2430	474	2450,450	910	2405	2455	449	499
2530	574	2550,550	974	2505	2555	549	599
2630	674	2650,650	1029	2605	2655	649	699
2730	774	2750,750	1080	2705	2755	749	799
2830	874	2850,850	1127	2805	2855	849	899
2930	974	2950,950	1170	2905	2955	949	999
2030	24	2050,0	616	2005	2055	-1	49
2080	74	2100,50	680	2055	2105	49	99
2130	124	2150,100	692	2105	2155	99	149
2180	174	2200,150	739	2155	2205	149	199
2230	224	2250,200	779	2205	2255	199	249
2280	274	2300,250	813	2255	2305	249	299
2330	324	2350,300	846	2305	2355	299	349
2380	374	2400,350	878	2355	2405	349	399
2430	424	2450,400	909	2405	2455	399	449
2480	474	2500,450	943	2455	2505	449	499
2530	524	2550,500	973	2505	2555	499	549
2580	574	2600,550	1001	2555	2605	549	599
2630	624	2650,600	1028	2605	2655	599	649
2680	674	2700,650	1054	2655	2705	649	699
2730	724	2750,700	1079	2705	2755	699	749
2780	774	2800,750	1103	2755	2805	749	799
2830	824	2850,800	1126	2805	2855	799	849
2880	874	2900,850	1148	2855	2905	849	899
2930	924	2950,900	1169	2905	2955	899	949
2080	24	2100,0	654	2055	2105	-1	49
2180	124	2200,100	728	2155	2205	99	149
2280	224	2300,200	812	2255	2305	199	249
2380	324	2400,300	877	2355	2405	299	349
2480	424	2500,400	942	2455	2505	399	449
2580	524	2600,500	1000	2555	2605	499	549
2680	624	2700,600	1053	2655	2705	599	649
2780	724	2800,700	1102	2755	2805	699	749
2880	824	2900,800	1147	2855	2905	799	849
2130	74	2150,50	716	2105	2155	49	99
2230	174	2250,150	774	2205	2255	149	199
2330	274	2350,250	845	2305	2355	249	299
2430	374	2450,350	908	2405	2455	349	399
2530	474	2550,450	971	2505	2555	449	499
2630	574	2650,550	1027	2605	2655	549	599
2730	674	2750,650	1078	2705	2755	649	699
2830	774	2850,750	1125	2805	2855	749	799
2930	874	2950,850	1168	2905	2955	849	899
2980	924	3000,900	1194	2955	3005	899	949
2130	24	2150,0	691	2105	2155	-1	49
2180	74	2200,50	751	2155	2205	49	99
2230	124	2250,100	763	2205	2255	99	149
2280	174	2300,150	808	2255	2305	149	199
2330	224	2350,200	844	2305	2355	199	249
2380	274	2400,250	876	2355	2405	249	299
2430	324	2450,300	907	2405	2455	299	349
2480	374	2500,350	941	2455	2505	349	399
2530	424	2550,400	970	2505	2555	399	449
2580	474	2600,450	998	2555	2605	449	499
2630	524	2650,500	1026	2605	2655	499	549
2680	574	2700,550	1052	2655	2705	549	599
2730	624	2750,600	1077	2705	2755	599	649
2780	674	2800,650	1101	2755	2805	649	699
2830	724	2850,700	1124	2805	2855	699	749
2880	774	2900,750	1146	2855	2905	749	799
2930	824	2950,800	1167	2905	2955	799	849
2980	874	3000,850	1193	2955	3005	849	899
2180	24	2200,0	727	2155	2205	-1	49
2280	124	2300,100	797	2255	2305	99	149
2380	224	2400,200	875	2355	2405	199	249
2480	324	2500,300	940	2455	2505	299	349
2580	424	2600,400	997	2555	2605	399	449
2680	524	2700,500	1051	2655	2705	499	549
2780	624	2800,600	1100	2755	2805	599	649
2880	724	2900,700	1145	2855	2905	699	749
2980	824	3000,800	1192	2955	3005	799	849
2230	74	2250,50	785	2205	2255	49	99
2330	174	2350,150	841	2305	2355	149	199
2430	274	2450,250	906	2405	2455	249	299
2530	374	2550,350	969	2505	2555	349	399
2630	474	2650,450	1024	2605	2655	449	499
2730	574	2750,550	1076	2705	2755	549	599
2830	674	2850,650	1123	2805	2855	649	699
2930	774	2950,750	1166	2905	2955	749	799
3030	874	3050,850	1212	3005	3055	849	899
2230	24	2250,0	762	2205	2255	-1	49
2280	74	2300,50	818	2255	2305	49	99
2330	124	2350,100	830	2305	2355	99	149
2380	174	2400,150	873	2355	2405	149	199
2430	224	2450,200	905	2405	2455	199	249
2480	274	2500,250	939	2455	2505	249	299
2530	324	2550,300	968	2505	2555	299	349
2580	374	2600,350	996	2555	2605	349	399
2630	424	2650,400	1023	2605	2655	399	449
