x	y	group	showSelected1
105.75	20.75	25	3353
104.75	21.75	25	3353
103.75	21.75	25	3353
103.25	22.25	25	3353
102.25	22.25	25	3353
100.25	24.25	25	3353
99.75	24.25	25	3353
99.25	23.75	25	3353
99.25	22.75	25	3353
98.75	22.75	25	3353
98.25	23.25	25	3353
97.25	23.25	25	3353
95.25	25.25	25	3353
94.75	25.25	25	3353
94.75	23.75	25	3353
95.75	23.75	25	3353
96.25	23.25	25	3353
96.25	22.25	25	3353
97.25	21.25	25	3353
97.25	20.75	25	3353
96.75	20.25	25	3353
96.75	19.75	25	3353
97.25	19.25	25	3353
97.25	16.75	25	3353
96.75	16.25	25	3353
95.75	16.25	25	3353
95.25	15.75	25	3353
94.25	15.75	25	3353
94.25	15.25	25	3353
94.75	14.75	25	3353
94.75	14.25	25	3353
94.25	13.75	25	3353
94.25	13.25	25	3353
98.25	9.25	25	3353
98.25	8.75	25	3353
96.75	7.25	25	3353
96.25	7.25	25	3353
95.75	7.75	25	3353
94.75	7.75	25	3353
93.75	8.75	25	3353
93.75	9.75	25	3353
93.25	10.25	25	3353
92.25	10.25	25	3353
89.25	13.25	25	3353
89.25	13.75	25	3353
90.25	14.75	25	3353
90.25	15.25	25	3353
89.25	16.25	25	3353
88.75	16.25	25	3353
88.75	15.75	25	3353
89.25	15.25	25	3353
89.25	14.75	25	3353
88.75	14.25	25	3353
88.25	14.25	25	3353
87.75	14.75	25	3353
85.25	14.75	25	3353
84.75	14.25	25	3353
84.25	14.25	25	3353
83.25	15.25	25	3353
82.25	15.25	25	3353
81.75	15.75	25	3353
82.75	14.75	49	6066
82.75	15.25	49	6066
83.25	15.25	49	6066
84.25	14.25	49	6066
84.75	14.25	49	6066
85.25	14.75	49	6066
87.75	14.75	49	6066
88.25	14.25	49	6066
88.75	14.25	49	6066
89.25	14.75	49	6066
89.25	15.25	49	6066
88.75	15.75	49	6066
88.75	16.25	49	6066
89.25	16.25	49	6066
90.25	15.25	49	6066
90.25	14.75	49	6066
89.25	13.75	49	6066
89.25	13.25	49	6066
92.25	10.25	49	6066
93.25	10.25	49	6066
93.75	9.75	49	6066
93.75	8.75	49	6066
94.75	7.75	49	6066
95.75	7.75	49	6066
96.25	7.25	49	6066
96.25	6.75	49	6066
94.25	4.75	49	6066
93.75	4.75	49	6066
91.25	7.25	49	6066
90.25	7.25	49	6066
86.75	10.75	49	6066
86.75	11.75	49	6066
85.75	11.75	49	6066
82.75	14.75	49	6066
123.75	55.75	37	4428
123.75	56.25	37	4428
124.25	56.25	37	4428
125.25	55.25	37	4428
125.75	55.25	37	4428
126.25	55.75	37	4428
126.75	55.75	37	4428
128.25	54.25	37	4428
128.75	54.25	37	4428
128.75	56.25	37	4428
129.25	56.75	37	4428
130.25	56.75	37	4428
130.25	57.25	37	4428
129.75	57.75	37	4428
129.25	57.75	37	4428
128.75	57.25	37	4428
127.25	57.25	37	4428
126.75	57.75	37	4428
126.75	58.25	37	4428
128.75	58.25	37	4428
128.75	59.75	37	4428
128.25	60.25	37	4428
128.25	60.75	37	4428
129.75	60.75	37	4428
129.75	59.75	37	4428
130.25	59.25	37	4428
130.75	59.25	37	4428
130.75	61.25	37	4428
131.25	61.25	37	4428
131.75	60.75	37	4428
133.25	60.75	37	4428
133.25	61.75	37	4428
133.75	61.75	37	4428
134.25	61.25	37	4428
135.25	61.25	37	4428
135.75	60.75	37	4428
135.75	60.25	37	4428
135.25	59.75	37	4428
135.25	58.75	37	4428
134.75	58.25	37	4428
134.75	57.75	37	4428
135.25	57.25	37	4428
135.25	56.75	37	4428
134.25	56.75	37	4428
134.25	55.75	37	4428
133.75	55.75	37	4428
133.25	56.25	37	4428
133.25	56.75	37	4428
133.75	57.25	37	4428
133.75	57.75	37	4428
133.25	57.75	37	4428
131.75	56.25	37	4428
130.75	56.25	37	4428
130.75	55.25	37	4428
130.25	54.75	37	4428
130.25	53.75	37	4428
129.25	53.75	37	4428
129.25	53.25	37	4428
131.25	51.25	37	4428
131.25	50.75	37	4428
130.75	50.75	37	4428
129.25	52.25	37	4428
128.75	52.25	37	4428
128.75	51.75	37	4428
131.75	48.75	37	4428
131.75	47.75	37	4428
132.75	47.75	37	4428
132.75	46.75	37	4428
133.75	46.75	37	4428
134.25	46.25	37	4428
134.25	45.75	37	4428
133.75	45.25	37	4428
133.75	44.75	37	4428
135.75	44.75	37	4428
136.75	43.75	37	4428
137.25	43.75	37	4428
137.75	44.25	37	4428
138.75	44.25	37	4428
138.75	44.75	37	4428
138.25	45.25	37	4428
136.25	45.25	37	4428
135.75	45.75	37	4428
135.75	46.25	37	4428
136.75	46.25	37	4428
136.75	48.75	37	4428
135.75	48.75	37	4428
134.75	49.75	37	4428
134.25	49.75	37	4428
134.25	48.75	37	4428
133.75	48.25	37	4428
133.25	48.25	37	4428
131.75	49.75	37	4428
131.75	50.25	37	4428
132.75	50.25	37	4428
133.25	50.75	37	4428
134.25	50.75	37	4428
135.75	52.25	37	4428
135.75	52.75	37	4428
135.25	53.25	37	4428
134.25	53.25	37	4428
134.25	53.75	37	4428
138.25	57.75	37	4428
138.75	57.75	37	4428
138.75	57.25	37	4428
137.75	56.25	37	4428
137.75	54.75	37	4428
139.25	53.25	37	4428
139.25	52.25	37	4428
140.25	51.25	37	4428
140.25	50.75	37	4428
138.75	49.25	37	4428
138.75	48.75	37	4428
139.25	48.25	37	4428
140.25	48.25	37	4428
140.75	47.75	37	4428
140.75	46.75	37	4428
144.75	42.75	37	4428
145.75	42.75	37	4428
146.25	42.25	37	4428
146.25	41.25	37	4428
147.75	39.75	37	4428
148.25	39.75	37	4428
149.25	40.75	37	4428
149.75	40.75	37	4428
149.75	40.25	37	4428
149.25	39.75	37	4428
149.25	38.25	37	4428
150.25	37.25	37	4428
150.25	36.75	37	4428
149.75	36.75	37	4428
149.25	37.25	37	4428
148.75	37.25	37	4428
148.75	35.75	37	4428
151.75	32.75	37	4428
151.75	32.25	37	4428
150.75	31.25	37	4428
150.25	31.25	37	4428
150.25	32.25	37	4428
147.75	34.75	37	4428
147.25	34.75	37	4428
147.25	34.25	37	4428
148.25	33.25	37	4428
148.25	32.75	37	4428
147.75	32.75	37	4428
141.75	38.75	37	4428
141.75	39.75	37	4428
141.25	39.75	37	4428
140.75	39.25	37	4428
140.25	39.25	37	4428
140.25	40.25	37	4428
139.25	41.25	37	4428
138.75	41.25	37	4428
138.75	39.75	37	4428
140.25	38.25	37	4428
141.25	38.25	37	4428
141.25	36.75	37	4428
140.75	36.75	37	4428
140.25	37.25	37	4428
139.25	37.25	37	4428
136.75	39.75	37	4428
136.75	40.75	37	4428
132.75	44.75	37	4428
132.75	45.75	37	4428
131.75	46.75	37	4428
130.75	46.75	37	4428
129.25	48.25	37	4428
128.25	48.25	37	4428
127.75	48.75	37	4428
127.75	49.75	37	4428
126.75	50.75	37	4428
126.75	51.25	37	4428
127.25	51.75	37	4428
127.25	52.25	37	4428
126.75	52.75	37	4428
126.25	52.75	37	4428
125.75	52.25	37	4428
125.25	52.25	37	4428
123.75	53.75	37	4428
123.75	54.25	37	4428
124.25	54.75	37	4428
124.25	55.25	37	4428
123.75	55.75	37	4428
94.75	24.75	19	3034
94.75	25.25	19	3034
95.25	25.25	19	3034
97.25	23.25	19	3034
98.25	23.25	19	3034
98.75	22.75	19	3034
99.25	22.75	19	3034
99.25	23.75	19	3034
99.75	24.25	19	3034
100.25	24.25	19	3034
102.25	22.25	19	3034
103.25	22.25	19	3034
103.75	21.75	19	3034
104.75	21.75	19	3034
105.75	20.75	19	3034
105.75	19.75	19	3034
106.75	18.75	19	3034
107.75	18.75	19	3034
107.75	18.25	19	3034
98.75	9.25	19	3034
98.25	9.25	19	3034
94.25	13.25	19	3034
94.25	13.75	19	3034
94.75	14.25	19	3034
94.75	14.75	19	3034
94.25	15.25	19	3034
94.25	15.75	19	3034
95.25	15.75	19	3034
95.75	16.25	19	3034
96.75	16.25	19	3034
97.25	16.75	19	3034
97.25	19.25	19	3034
96.75	19.75	19	3034
96.75	20.25	19	3034
97.25	20.75	19	3034
97.25	21.25	19	3034
96.25	22.25	19	3034
96.25	23.25	19	3034
95.75	23.75	19	3034
94.75	23.75	19	3034
94.75	24.75	19	3034
114.75	41.75	39	4497
114.75	42.25	39	4497
115.75	43.25	39	4497
116.25	43.25	39	4497
117.25	42.25	39	4497
117.25	41.25	39	4497
117.75	40.75	39	4497
117.75	39.75	39	4497
118.25	39.25	39	4497
120.25	39.25	39	4497
120.25	38.25	39	4497
121.25	38.25	39	4497
125.25	34.25	39	4497
125.25	33.75	39	4497
124.75	33.25	39	4497
124.75	32.75	39	4497
125.25	32.25	39	4497
125.75	32.25	39	4497
126.25	32.75	39	4497
126.75	32.75	39	4497
127.25	32.25	39	4497
127.75	32.25	39	4497
128.25	32.75	39	4497
128.25	33.25	39	4497
127.75	33.75	39	4497
127.75	34.25	39	4497
129.25	34.25	39	4497
129.75	33.75	39	4497
130.75	33.75	39	4497
131.25	33.25	39	4497
131.25	32.25	39	4497
132.75	30.75	39	4497
132.75	30.25	39	4497
132.25	29.75	39	4497
131.75	29.75	39	4497
131.75	30.75	39	4497
130.25	32.25	39	4497
129.75	32.25	39	4497
129.25	31.75	39	4497
128.25	31.75	39	4497
128.25	31.25	39	4497
128.75	30.75	39	4497
129.75	30.75	39	4497
129.75	30.25	39	4497
129.25	29.75	39	4497
129.25	29.25	39	4497
130.25	29.25	39	4497
131.25	28.25	39	4497
131.25	27.25	39	4497
131.75	27.25	39	4497
133.75	29.25	39	4497
134.25	29.25	39	4497
134.75	28.75	39	4497
134.75	27.75	39	4497
135.25	27.75	39	4497
136.25	28.75	39	4497
136.75	28.75	39	4497
136.75	28.25	39	4497
136.25	27.75	39	4497
136.25	27.25	39	4497
136.75	26.75	39	4497
137.25	26.75	39	4497
137.25	27.75	39	4497
137.75	27.75	39	4497
138.75	26.75	39	4497
138.75	25.75	39	4497
139.25	25.25	39	4497
140.25	25.25	39	4497
141.25	24.25	39	4497
141.25	23.75	39	4497
140.75	23.25	39	4497
140.25	23.25	39	4497
138.25	25.25	39	4497
136.75	25.25	39	4497
136.75	24.75	39	4497
140.25	21.25	39	4497
140.25	20.75	39	4497
139.75	20.25	39	4497
139.25	20.25	39	4497
133.75	25.75	39	4497
133.25	25.75	39	4497
132.25	24.75	39	4497
132.25	24.25	39	4497
133.25	24.25	39	4497
133.25	23.25	39	4497
139.75	16.75	39	4497
140.75	16.75	39	4497
140.75	16.25	39	4497
140.25	15.75	39	4497
139.75	15.75	39	4497
139.25	16.25	39	4497
138.75	16.25	39	4497
138.25	15.75	39	4497
137.75	15.75	39	4497
136.75	16.75	39	4497
135.75	16.75	39	4497
133.75	18.75	39	4497
133.75	19.75	39	4497
131.75	21.75	39	4497
131.25	21.75	39	4497
130.75	21.25	39	4497
130.25	21.25	39	4497
129.75	21.75	39	4497
128.75	21.75	39	4497
128.75	22.25	39	4497
129.25	22.75	39	4497
130.25	22.75	39	4497
131.25	23.75	39	4497
131.25	24.25	39	4497
130.75	24.75	39	4497
130.75	25.75	39	4497
127.75	28.75	39	4497
127.75	29.75	39	4497
126.75	29.75	39	4497
126.75	30.75	39	4497
125.75	30.75	39	4497
114.75	41.75	39	4497
115.75	26.75	6	1986
115.75	27.25	6	1986
116.25	27.25	6	1986
116.75	26.75	6	1986
117.25	26.75	6	1986
117.25	27.75	6	1986
119.25	27.75	6	1986
119.75	28.25	6	1986
120.25	28.25	6	1986
120.25	27.75	6	1986
119.75	27.25	6	1986
119.75	26.75	6	1986
120.25	26.25	6	1986
120.75	26.25	6	1986
121.25	26.75	6	1986
121.75	26.75	6	1986
122.25	26.25	6	1986
122.75	26.25	6	1986
123.75	27.25	6	1986
124.25	27.25	6	1986
125.25	26.25	6	1986
126.25	26.25	6	1986
127.25	25.25	6	1986
127.25	24.75	6	1986
126.75	24.25	6	1986
126.75	23.75	6	1986
128.25	23.75	6	1986
128.75	24.25	6	1986
129.25	24.25	6	1986
129.75	23.75	6	1986
129.75	23.25	6	1986
128.75	22.25	6	1986
128.75	21.75	6	1986
129.75	21.75	6	1986
130.25	21.25	6	1986
130.75	21.25	6	1986
131.25	21.75	6	1986
131.75	21.75	6	1986
133.75	19.75	6	1986
133.75	18.75	6	1986
135.75	16.75	6	1986
136.75	16.75	6	1986
137.75	15.75	6	1986
138.25	15.75	6	1986
138.75	16.25	6	1986
139.25	16.25	6	1986
139.75	15.75	6	1986
140.25	15.75	6	1986
140.75	16.25	6	1986
140.75	16.75	6	1986
139.75	16.75	6	1986
133.25	23.25	6	1986
133.25	24.25	6	1986
132.25	24.25	6	1986
132.25	24.75	6	1986
133.25	25.75	6	1986
133.75	25.75	6	1986
139.25	20.25	6	1986
139.75	20.25	6	1986
140.25	20.75	6	1986
140.25	21.25	6	1986
136.75	24.75	6	1986
136.75	25.25	6	1986
138.25	25.25	6	1986
140.25	23.25	6	1986
140.75	23.25	6	1986
141.25	23.75	6	1986
141.75	23.75	6	1986
141.75	22.75	6	1986
142.75	22.75	6	1986
143.25	22.25	6	1986
143.25	21.25	6	1986
144.25	21.25	6	1986
144.25	20.25	6	1986
145.25	20.25	6	1986
145.75	19.75	6	1986
146.25	19.75	6	1986
146.25	21.25	6	1986
138.75	28.75	6	1986
138.75	29.25	6	1986
141.75	32.25	6	1986
142.25	32.25	6	1986
142.75	31.75	6	1986
142.75	30.75	6	1986
143.75	30.75	6	1986
148.25	26.25	6	1986
149.25	26.25	6	1986
149.25	25.25	6	1986
149.75	24.75	6	1986
150.75	24.75	6	1986
157.75	17.75	6	1986
157.75	17.25	6	1986
157.25	17.25	6	1986
155.25	19.25	6	1986
154.25	19.25	6	1986
154.25	20.25	6	1986
151.25	23.25	6	1986
150.75	23.25	6	1986
150.25	22.75	6	1986
150.25	22.25	6	1986
150.75	21.75	6	1986
150.75	21.25	6	1986
150.25	21.25	6	1986
149.75	21.75	6	1986
149.25	21.75	6	1986
147.75	20.25	6	1986
147.75	19.75	6	1986
148.25	19.25	6	1986
148.25	18.75	6	1986
147.75	18.25	6	1986
147.25	18.25	6	1986
146.75	18.75	6	1986
146.25	18.75	6	1986
145.75	18.25	6	1986
145.25	18.25	6	1986
142.25	21.25	6	1986
141.75	21.25	6	1986
141.25	20.75	6	1986
141.25	20.25	6	1986
142.25	20.25	6	1986
142.25	19.25	6	1986
142.75	18.75	6	1986
143.75	18.75	6	1986
143.75	17.75	6	1986
144.75	16.75	6	1986
144.75	15.75	6	1986
145.25	15.25	6	1986
145.25	14.75	6	1986
144.75	14.75	6	1986
142.75	16.75	6	1986
142.25	16.75	6	1986
141.25	15.75	6	1986
141.25	15.25	6	1986
142.75	13.75	6	1986
142.75	13.25	6	1986
142.25	13.25	6	1986
140.75	14.75	6	1986
140.25	14.75	6	1986
139.25	13.75	6	1986
137.75	13.75	6	1986
137.25	14.25	6	1986
136.75	14.25	6	1986
136.25	13.75	6	1986
136.25	12.75	6	1986
134.75	12.75	6	1986
134.75	13.25	6	1986
135.75	14.25	6	1986
135.75	14.75	6	1986
135.25	15.25	6	1986
134.75	15.25	6	1986
134.75	14.25	6	1986
132.75	14.25	6	1986
132.75	13.25	6	1986
131.75	12.25	6	1986
131.25	12.25	6	1986
126.25	17.25	6	1986
126.25	17.75	6	1986
127.25	18.75	6	1986
127.25	19.25	6	1986
126.25	19.25	6	1986
124.25	21.25	6	1986
124.25	21.75	6	1986
125.25	22.75	6	1986
125.25	23.25	6	1986
124.25	23.25	6	1986
123.75	23.75	6	1986
122.75	23.75	6	1986
121.75	24.75	6	1986
121.25	24.75	6	1986
120.25	23.75	6	1986
119.75	23.75	6	1986
119.25	24.25	6	1986
119.25	24.75	6	1986
120.25	24.75	6	1986
120.25	25.25	6	1986
118.75	26.75	6	1986
118.25	26.75	6	1986
117.75	26.25	6	1986
117.75	25.75	6	1986
118.25	25.25	6	1986
118.25	24.75	6	1986
117.75	24.75	6	1986
115.75	26.75	6	1986
140.25	51.25	43	4860
140.25	51.75	43	4860
141.25	51.75	43	4860
141.75	52.25	43	4860
142.75	52.25	43	4860
142.75	53.25	43	4860
143.75	53.25	43	4860
143.75	54.25	43	4860
145.25	54.25	43	4860
145.75	53.75	43	4860
146.75	53.75	43	4860
148.25	52.25	43	4860
148.25	51.75	43	4860
147.25	51.75	43	4860
146.75	51.25	43	4860
146.75	50.25	43	4860
145.75	49.25	43	4860
144.75	49.25	43	4860
144.75	48.25	43	4860
144.25	47.75	43	4860
144.25	47.25	43	4860
144.75	46.75	43	4860
144.75	45.75	43	4860
145.25	45.25	43	4860
145.75	45.25	43	4860
146.75	46.25	43	4860
147.25	46.25	43	4860
147.25	45.75	43	4860
146.25	44.75	43	4860
146.25	44.25	43	4860
146.75	44.25	43	4860
148.75	46.25	43	4860
149.25	46.25	43	4860
149.25	45.75	43	4860
148.25	44.75	43	4860
148.25	43.75	43	4860
147.75	43.25	43	4860
147.75	42.75	43	4860
149.25	42.75	43	4860
149.25	43.75	43	4860
150.25	43.75	43	4860
150.75	44.25	43	4860
150.75	45.25	43	4860
151.25	45.75	43	4860
152.25	45.75	43	4860
152.25	46.25	43	4860
151.25	47.25	43	4860
151.25	48.75	43	4860
151.75	48.75	43	4860
154.25	46.25	43	4860
154.25	45.75	43	4860
151.25	42.75	43	4860
151.25	42.25	43	4860
153.25	42.25	43	4860
153.75	41.75	43	4860
153.75	40.75	43	4860
155.25	40.75	43	4860
155.25	42.25	43	4860
154.75	42.75	43	4860
154.75	43.25	43	4860
155.25	43.25	43	4860
155.75	42.75	43	4860
156.25	42.75	43	4860
156.75	43.25	43	4860
157.25	43.25	43	4860
157.25	41.25	43	4860
158.25	41.25	43	4860
158.25	39.75	43	4860
157.25	39.75	43	4860
157.25	39.25	43	4860
157.75	38.75	43	4860
157.75	38.25	43	4860
156.25	36.75	43	4860
155.75	36.75	43	4860
155.25	37.25	43	4860
154.75	37.25	43	4860
153.75	36.25	43	4860
152.75	36.25	43	4860
152.75	35.75	43	4860
153.75	34.75	43	4860
153.75	33.75	43	4860
154.25	33.25	43	4860
155.25	33.25	43	4860
156.25	32.25	43	4860
156.25	30.75	43	4860
155.25	30.75	43	4860
155.25	29.75	43	4860
154.75	29.25	43	4860
154.75	28.75	43	4860
155.25	28.25	43	4860
155.25	27.75	43	4860
154.75	27.75	43	4860
154.25	28.25	43	4860
153.75	28.25	43	4860
151.75	26.25	43	4860
151.75	25.75	43	4860
152.75	25.75	43	4860
152.75	24.75	43	4860
159.25	18.25	43	4860
159.25	17.75	43	4860
158.75	17.75	43	4860
150.75	25.75	43	4860
150.75	26.75	43	4860
148.25	29.25	43	4860
148.25	30.25	43	4860
146.25	30.25	43	4860
144.25	32.25	43	4860
144.25	33.25	43	4860
143.25	33.25	43	4860
143.25	34.25	43	4860
142.75	34.75	43	4860
142.75	35.25	43	4860
143.25	35.75	43	4860
143.25	36.25	43	4860
142.75	36.25	43	4860
142.25	35.75	43	4860
141.75	35.75	43	4860
141.25	36.25	43	4860
141.25	38.25	43	4860
140.25	38.25	43	4860
138.75	39.75	43	4860
138.75	41.25	43	4860
139.25	41.25	43	4860
140.25	40.25	43	4860
140.25	39.25	43	4860
140.75	39.25	43	4860
141.25	39.75	43	4860
141.75	39.75	43	4860
141.75	38.75	43	4860
147.75	32.75	43	4860
148.25	32.75	43	4860
148.25	33.25	43	4860
147.25	34.25	43	4860
147.25	34.75	43	4860
147.75	34.75	43	4860
150.25	32.25	43	4860
150.25	31.25	43	4860
150.75	31.25	43	4860
151.75	32.25	43	4860
151.75	32.75	43	4860
148.75	35.75	43	4860
148.75	37.25	43	4860
149.25	37.25	43	4860
149.75	36.75	43	4860
150.25	36.75	43	4860
150.25	37.25	43	4860
149.25	38.25	43	4860
149.25	39.75	43	4860
149.75	40.25	43	4860
149.75	40.75	43	4860
149.25	40.75	43	4860
148.25	39.75	43	4860
147.75	39.75	43	4860
146.25	41.25	43	4860
146.25	42.25	43	4860
145.75	42.75	43	4860
144.75	42.75	43	4860
140.75	46.75	43	4860
140.75	47.75	43	4860
140.25	48.25	43	4860
139.25	48.25	43	4860
138.75	48.75	43	4860
138.75	49.25	43	4860
140.25	50.75	43	4860
140.25	51.25	43	4860
93.75	3.75	65	914
93.75	4.25	65	914
97.75	8.25	65	914
98.25	8.25	65	914
101.25	5.25	65	914
101.75	5.25	65	914
102.25	5.75	65	914
102.75	5.75	65	914
103.75	4.75	65	914
104.25	4.75	65	914
109.25	9.75	65	914
109.75	9.75	65	914
111.25	8.25	65	914
111.25	6.75	65	914
105.25	0.75	65	914
104.75	0.75	65	914
101.75	3.75	65	914
101.25	3.75	65	914
99.25	1.75	65	914
98.25	1.75	65	914
97.25	0.75	65	914
96.75	0.75	65	914
93.75	3.75	65	914
98.25	8.25	48	6018
98.25	8.75	48	6018
109.25	19.75	48	6018
109.75	19.75	48	6018
110.25	19.25	48	6018
111.25	19.25	48	6018
118.25	12.25	48	6018
118.25	11.75	48	6018
117.25	10.75	48	6018
117.25	10.25	48	6018
117.75	10.25	48	6018
118.25	10.75	48	6018
118.75	10.75	48	6018
118.75	10.25	48	6018
117.75	9.25	48	6018
117.25	9.25	48	6018
116.25	10.25	48	6018
116.25	10.75	48	6018
116.75	11.25	48	6018
116.75	11.75	48	6018
114.75	11.75	48	6018
114.75	12.75	48	6018
113.75	12.75	48	6018
113.75	13.75	48	6018
112.75	14.75	48	6018
111.25	14.75	48	6018
109.75	13.25	48	6018
109.75	12.75	48	6018
110.75	12.75	48	6018
111.25	12.25	48	6018
111.25	10.75	48	6018
110.75	10.75	48	6018
109.25	12.25	48	6018
108.75	12.25	48	6018
108.25	11.75	48	6018
108.25	11.25	48	6018
109.25	10.25	48	6018
109.25	9.75	48	6018
104.25	4.75	48	6018
103.75	4.75	48	6018
102.75	5.75	48	6018
102.25	5.75	48	6018
101.75	5.25	48	6018
101.25	5.25	48	6018
98.25	8.25	48	6018
144.75	48.75	11	2369
144.75	49.25	11	2369
145.75	49.25	11	2369
146.75	50.25	11	2369
146.75	51.25	11	2369
147.25	51.75	11	2369
148.75	51.75	11	2369
151.25	49.25	11	2369
151.25	47.25	11	2369
152.25	46.25	11	2369
152.25	45.75	11	2369
151.25	45.75	11	2369
150.75	45.25	11	2369
150.75	44.25	11	2369
150.25	43.75	11	2369
149.25	43.75	11	2369
149.25	42.75	11	2369
147.75	42.75	11	2369
147.75	43.25	11	2369
148.25	43.75	11	2369
148.25	44.75	11	2369
149.25	45.75	11	2369
149.25	46.25	11	2369
148.75	46.25	11	2369
146.75	44.25	11	2369
146.25	44.25	11	2369
146.25	44.75	11	2369
147.25	45.75	11	2369
147.25	46.25	11	2369
146.75	46.25	11	2369
145.75	45.25	11	2369
145.25	45.25	11	2369
144.75	45.75	11	2369
144.75	46.75	11	2369
144.25	47.25	11	2369
144.25	47.75	11	2369
144.75	48.25	11	2369
144.75	48.75	11	2369
97.75	0.75	58	6720
97.75	1.25	58	6720
98.25	1.75	58	6720
99.25	1.75	58	6720
101.25	3.75	58	6720
101.75	3.75	58	6720
104.25	1.25	58	6720
104.25	0.75	58	6720
103.25	-0.25	58	6720
102.75	-0.25	58	6720
101.75	0.75	58	6720
97.75	0.75	58	6720
108.25	11.25	35	4262
108.25	11.75	35	4262
108.75	11.75	35	4262
113.25	7.25	35	4262
113.25	6.75	35	4262
109.75	3.25	35	4262
109.75	2.75	35	4262
110.25	2.75	35	4262
113.75	6.25	35	4262
114.25	6.25	35	4262
119.25	1.25	35	4262
119.25	0.75	35	4262
109.75	0.75	35	4262
109.25	1.25	35	4262
108.75	1.25	35	4262
108.25	0.75	35	4262
107.75	0.75	35	4262
107.25	1.25	35	4262
106.75	1.25	35	4262
106.25	0.75	35	4262
105.75	0.75	35	4262
105.75	1.25	35	4262
111.25	6.75	35	4262
111.25	8.25	35	4262
108.25	11.25	35	4262
108.75	11.75	9	2132
108.75	12.25	9	2132
109.25	12.25	9	2132
110.75	10.75	9	2132
111.25	10.75	9	2132
111.25	12.25	9	2132
110.75	12.75	9	2132
109.75	12.75	9	2132
109.75	13.25	9	2132
111.25	14.75	9	2132
112.75	14.75	9	2132
113.75	13.75	9	2132
113.75	12.75	9	2132
114.75	12.75	9	2132
114.75	11.75	9	2132
116.75	11.75	9	2132
116.75	11.25	9	2132
116.25	10.75	9	2132
116.25	10.25	9	2132
122.75	3.75	9	2132
122.75	3.25	9	2132
120.25	0.75	9	2132
119.75	0.75	9	2132
114.25	6.25	9	2132
113.75	6.25	9	2132
110.25	2.75	9	2132
109.75	2.75	9	2132
109.75	3.25	9	2132
113.25	6.75	9	2132
113.25	7.25	9	2132
108.75	11.75	9	2132
114.25	16.25	22	3197
114.25	16.75	22	3197
115.75	16.75	22	3197
116.25	16.25	22	3197
116.75	16.25	22	3197
116.75	17.25	22	3197
118.75	19.25	22	3197
118.75	19.75	22	3197
118.25	20.25	22	3197
118.25	20.75	22	3197
118.75	20.75	22	3197
119.25	20.25	22	3197
119.75	20.25	22	3197
119.75	21.25	22	3197
120.25	21.25	22	3197
121.75	19.75	22	3197
121.75	19.25	22	3197
121.25	18.75	22	3197
121.25	18.25	22	3197
121.75	18.25	22	3197
122.25	18.75	22	3197
123.25	18.75	22	3197
124.25	19.75	22	3197
124.25	20.75	22	3197
124.75	20.75	22	3197
126.25	19.25	22	3197
127.25	19.25	22	3197
127.25	18.75	22	3197
126.25	17.75	22	3197
126.25	17.25	22	3197
131.25	12.25	22	3197
131.75	12.25	22	3197
132.75	13.25	22	3197
132.75	14.25	22	3197
134.75	14.25	22	3197
134.75	15.25	22	3197
135.25	15.25	22	3197
135.75	14.75	22	3197
135.75	14.25	22	3197
134.75	13.25	22	3197
134.75	12.75	22	3197
136.25	12.75	22	3197
136.25	13.75	22	3197
136.75	14.25	22	3197
137.25	14.25	22	3197
137.75	13.75	22	3197
139.25	13.75	22	3197
140.25	14.75	22	3197
140.75	14.75	22	3197
142.25	13.25	22	3197
142.75	13.25	22	3197
142.75	13.75	22	3197
141.25	15.25	22	3197
141.25	15.75	22	3197
142.25	16.75	22	3197
142.75	16.75	22	3197
144.75	14.75	22	3197
145.25	14.75	22	3197
145.25	15.25	22	3197
144.75	15.75	22	3197
144.75	16.75	22	3197
143.75	17.75	22	3197
143.75	18.75	22	3197
142.75	18.75	22	3197
142.25	19.25	22	3197
142.25	20.25	22	3197
141.25	20.25	22	3197
141.25	20.75	22	3197
141.75	21.25	22	3197
142.25	21.25	22	3197
145.25	18.25	22	3197
145.75	18.25	22	3197
146.25	18.75	22	3197
146.75	18.75	22	3197
147.25	18.25	22	3197
147.75	18.25	22	3197
148.25	18.75	22	3197
148.25	19.25	22	3197
147.75	19.75	22	3197
147.75	20.25	22	3197
149.25	21.75	22	3197
149.75	21.75	22	3197
150.25	21.25	22	3197
150.75	21.25	22	3197
150.75	21.75	22	3197
150.25	22.25	22	3197
150.25	22.75	22	3197
150.75	23.25	22	3197
151.25	23.25	22	3197
154.25	20.25	22	3197
154.25	19.25	22	3197
155.25	19.25	22	3197
157.25	17.25	22	3197
158.25	17.25	22	3197
158.75	16.75	22	3197
159.25	16.75	22	3197
159.25	18.25	22	3197
152.75	24.75	22	3197
152.75	25.75	22	3197
151.75	25.75	22	3197
151.75	26.25	22	3197
152.75	27.25	22	3197
153.25	27.25	22	3197
156.25	24.25	22	3197
156.25	23.75	22	3197
155.75	23.25	22	3197
155.75	22.75	22	3197
156.25	22.75	22	3197
156.75	23.25	22	3197
157.25	23.25	22	3197
161.25	19.25	22	3197
161.25	18.75	22	3197
160.25	17.75	22	3197
160.25	17.25	22	3197
161.25	17.25	22	3197
161.25	16.25	22	3197
163.25	14.25	22	3197
163.25	13.25	22	3197
171.75	4.75	22	3197
171.75	4.25	22	3197
